"","eventID","scientificName","occurrenceID","occurrenceStatus","basisOfRecord"
"825","event-5-824",4.4,"event-5-824-O-825","present","HumanObservation"
"826","event-1-825",4,"event-1-825-O-826","present","HumanObservation"
"827","event-2-826",4.8,"event-2-826-O-827","present","HumanObservation"
"828","event-3-827",4.4,"event-3-827-O-828","present","HumanObservation"
"829","event-4-828",4.4,"event-4-828-O-829","present","HumanObservation"
"830","event-5-829",4.6,"event-5-829-O-830","present","HumanObservation"
"831","event-1-830",4.2,"event-1-830-O-831","present","HumanObservation"
"832","event-2-831",4.1,"event-2-831-O-832","present","HumanObservation"
"833","event-3-832",4.2,"event-3-832-O-833","present","HumanObservation"
"834","event-4-833",4,"event-4-833-O-834","present","HumanObservation"
"835","event-5-834",4.1,"event-5-834-O-835","present","HumanObservation"
"836","event-1-835",4.1,"event-1-835-O-836","present","HumanObservation"
"837","event-2-836",4.7,"event-2-836-O-837","present","HumanObservation"
"838","event-3-837",4.8,"event-3-837-O-838","present","HumanObservation"
"839","event-4-838",5.1,"event-4-838-O-839","present","HumanObservation"
"840","event-5-839",5,"event-5-839-O-840","present","HumanObservation"
"841","event-1-840",4.8,"event-1-840-O-841","present","HumanObservation"
"842","event-2-841",4.4,"event-2-841-O-842","present","HumanObservation"
"843","event-3-842",5,"event-3-842-O-843","present","HumanObservation"
"844","event-4-843",5.2,"event-4-843-O-844","present","HumanObservation"
"845","event-5-844",4.2,"event-5-844-O-845","present","HumanObservation"
"846","event-1-845",4.1,"event-1-845-O-846","present","HumanObservation"
"847","event-2-846",4.8,"event-2-846-O-847","present","HumanObservation"
"848","event-3-847",4.5,"event-3-847-O-848","present","HumanObservation"
"849","event-4-848",5,"event-4-848-O-849","present","HumanObservation"
"850","event-5-849",5.1,"event-5-849-O-850","present","HumanObservation"
"851","event-1-850",4.1,"event-1-850-O-851","present","HumanObservation"
"852","event-2-851",4.7,"event-2-851-O-852","present","HumanObservation"
"853","event-3-852",5.2,"event-3-852-O-853","present","HumanObservation"
"854","event-4-853",4.8,"event-4-853-O-854","present","HumanObservation"
"855","event-5-854",4.5,"event-5-854-O-855","present","HumanObservation"
"856","event-1-855",4,"event-1-855-O-856","present","HumanObservation"
"857","event-2-856",4.7,"event-2-856-O-857","present","HumanObservation"
"858","event-3-857",4.1,"event-3-857-O-858","present","HumanObservation"
"859","event-4-858",4.3,"event-4-858-O-859","present","HumanObservation"
"860","event-5-859",4.3,"event-5-859-O-860","present","HumanObservation"
"861","event-1-860",4,"event-1-860-O-861","present","HumanObservation"
"862","event-2-861",4.7,"event-2-861-O-862","present","HumanObservation"
"863","event-3-862",4.1,"event-3-862-O-863","present","HumanObservation"
"864","event-4-863",4.2,"event-4-863-O-864","present","HumanObservation"
"865","event-5-864",4.8,"event-5-864-O-865","present","HumanObservation"
"866","event-1-865",4.8,"event-1-865-O-866","present","HumanObservation"
"867","event-2-866",4.2,"event-2-866-O-867","present","HumanObservation"
"868","event-3-867",4.2,"event-3-867-O-868","present","HumanObservation"
"869","event-4-868",5.7,"event-4-868-O-869","present","HumanObservation"
"870","event-5-869",6,"event-5-869-O-870","present","HumanObservation"
"871","event-1-870",4.2,"event-1-870-O-871","present","HumanObservation"
"872","event-2-871",4.5,"event-2-871-O-872","present","HumanObservation"
"873","event-3-872",4.9,"event-3-872-O-873","present","HumanObservation"
"874","event-4-873",4.4,"event-4-873-O-874","present","HumanObservation"
"875","event-5-874",4,"event-5-874-O-875","present","HumanObservation"
"876","event-1-875",4.3,"event-1-875-O-876","present","HumanObservation"
"877","event-2-876",4.2,"event-2-876-O-877","present","HumanObservation"
"878","event-3-877",4.5,"event-3-877-O-878","present","HumanObservation"
"879","event-4-878",4.8,"event-4-878-O-879","present","HumanObservation"
"880","event-5-879",4.4,"event-5-879-O-880","present","HumanObservation"
"881","event-1-880",4.2,"event-1-880-O-881","present","HumanObservation"
"882","event-2-881",4.2,"event-2-881-O-882","present","HumanObservation"
"883","event-3-882",5,"event-3-882-O-883","present","HumanObservation"
"884","event-4-883",4.2,"event-4-883-O-884","present","HumanObservation"
"885","event-5-884",5.2,"event-5-884-O-885","present","HumanObservation"
"886","event-1-885",4.5,"event-1-885-O-886","present","HumanObservation"
"887","event-2-886",4.6,"event-2-886-O-887","present","HumanObservation"
"888","event-3-887",5,"event-3-887-O-888","present","HumanObservation"
"889","event-4-888",5,"event-4-888-O-889","present","HumanObservation"
"890","event-5-889",5.4,"event-5-889-O-890","present","HumanObservation"
"891","event-1-890",4.8,"event-1-890-O-891","present","HumanObservation"
"892","event-2-891",4.2,"event-2-891-O-892","present","HumanObservation"
"893","event-3-892",5.5,"event-3-892-O-893","present","HumanObservation"
"894","event-4-893",4.3,"event-4-893-O-894","present","HumanObservation"
"895","event-5-894",4.1,"event-5-894-O-895","present","HumanObservation"
"896","event-1-895",4.4,"event-1-895-O-896","present","HumanObservation"
"897","event-2-896",4.9,"event-2-896-O-897","present","HumanObservation"
"898","event-3-897",4.5,"event-3-897-O-898","present","HumanObservation"
"899","event-4-898",4.9,"event-4-898-O-899","present","HumanObservation"
"900","event-5-899",4,"event-5-899-O-900","present","HumanObservation"
"901","event-1-900",4.5,"event-1-900-O-901","present","HumanObservation"
"902","event-2-901",5,"event-2-901-O-902","present","HumanObservation"
"903","event-3-902",4.9,"event-3-902-O-903","present","HumanObservation"
"904","event-4-903",4.5,"event-4-903-O-904","present","HumanObservation"
"905","event-5-904",4.2,"event-5-904-O-905","present","HumanObservation"
"906","event-1-905",4.2,"event-1-905-O-906","present","HumanObservation"
"907","event-2-906",4.2,"event-2-906-O-907","present","HumanObservation"
"908","event-3-907",5.2,"event-3-907-O-908","present","HumanObservation"
"909","event-4-908",4.3,"event-4-908-O-909","present","HumanObservation"
"910","event-5-909",5.1,"event-5-909-O-910","present","HumanObservation"
"911","event-1-910",4.6,"event-1-910-O-911","present","HumanObservation"
"912","event-2-911",4.6,"event-2-911-O-912","present","HumanObservation"
"913","event-3-912",4.4,"event-3-912-O-913","present","HumanObservation"
"914","event-4-913",4.4,"event-4-913-O-914","present","HumanObservation"
"915","event-5-914",4.9,"event-5-914-O-915","present","HumanObservation"
"916","event-1-915",5.1,"event-1-915-O-916","present","HumanObservation"
"917","event-2-916",4.2,"event-2-916-O-917","present","HumanObservation"
"918","event-3-917",4.7,"event-3-917-O-918","present","HumanObservation"
"919","event-4-918",4,"event-4-918-O-919","present","HumanObservation"
"920","event-5-919",5.6,"event-5-919-O-920","present","HumanObservation"
"921","event-1-920",5.3,"event-1-920-O-921","present","HumanObservation"
"922","event-2-921",5,"event-2-921-O-922","present","HumanObservation"
"923","event-3-922",4.3,"event-3-922-O-923","present","HumanObservation"
"924","event-4-923",4.1,"event-4-923-O-924","present","HumanObservation"
"925","event-5-924",5.1,"event-5-924-O-925","present","HumanObservation"
"926","event-1-925",4.5,"event-1-925-O-926","present","HumanObservation"
"927","event-2-926",4.9,"event-2-926-O-927","present","HumanObservation"
"928","event-3-927",5.4,"event-3-927-O-928","present","HumanObservation"
"929","event-4-928",4.7,"event-4-928-O-929","present","HumanObservation"
"930","event-5-929",4.8,"event-5-929-O-930","present","HumanObservation"
"931","event-1-930",4.5,"event-1-930-O-931","present","HumanObservation"
"932","event-2-931",4.2,"event-2-931-O-932","present","HumanObservation"
"933","event-3-932",4.6,"event-3-932-O-933","present","HumanObservation"
"934","event-4-933",4.6,"event-4-933-O-934","present","HumanObservation"
"935","event-5-934",5.6,"event-5-934-O-935","present","HumanObservation"
"936","event-1-935",5.4,"event-1-935-O-936","present","HumanObservation"
"937","event-2-936",4,"event-2-936-O-937","present","HumanObservation"
"938","event-3-937",5.2,"event-3-937-O-938","present","HumanObservation"
"939","event-4-938",4.2,"event-4-938-O-939","present","HumanObservation"
"940","event-5-939",4.7,"event-5-939-O-940","present","HumanObservation"
"941","event-1-940",4.3,"event-1-940-O-941","present","HumanObservation"
"942","event-2-941",4.8,"event-2-941-O-942","present","HumanObservation"
"943","event-3-942",4.6,"event-3-942-O-943","present","HumanObservation"
"944","event-4-943",5.4,"event-4-943-O-944","present","HumanObservation"
"945","event-5-944",4.8,"event-5-944-O-945","present","HumanObservation"
"946","event-1-945",4.6,"event-1-945-O-946","present","HumanObservation"
"947","event-2-946",4.2,"event-2-946-O-947","present","HumanObservation"
"948","event-3-947",5.5,"event-3-947-O-948","present","HumanObservation"
"949","event-4-948",4.7,"event-4-948-O-949","present","HumanObservation"
"950","event-5-949",4.7,"event-5-949-O-950","present","HumanObservation"
"951","event-1-950",4.5,"event-1-950-O-951","present","HumanObservation"
"952","event-2-951",5.5,"event-2-951-O-952","present","HumanObservation"
"953","event-3-952",4.5,"event-3-952-O-953","present","HumanObservation"
"954","event-4-953",4.1,"event-4-953-O-954","present","HumanObservation"
"955","event-5-954",4,"event-5-954-O-955","present","HumanObservation"
"956","event-1-955",4.3,"event-1-955-O-956","present","HumanObservation"
"957","event-2-956",4.7,"event-2-956-O-957","present","HumanObservation"
"958","event-3-957",4.9,"event-3-957-O-958","present","HumanObservation"
"959","event-4-958",4.5,"event-4-958-O-959","present","HumanObservation"
"960","event-5-959",4.7,"event-5-959-O-960","present","HumanObservation"
"961","event-1-960",4.5,"event-1-960-O-961","present","HumanObservation"
"962","event-2-961",4.8,"event-2-961-O-962","present","HumanObservation"
"963","event-3-962",4.3,"event-3-962-O-963","present","HumanObservation"
"964","event-4-963",4.1,"event-4-963-O-964","present","HumanObservation"
"965","event-5-964",5.4,"event-5-964-O-965","present","HumanObservation"
"966","event-1-965",4.1,"event-1-965-O-966","present","HumanObservation"
"967","event-2-966",4.8,"event-2-966-O-967","present","HumanObservation"
"968","event-3-967",4.2,"event-3-967-O-968","present","HumanObservation"
"969","event-4-968",4.8,"event-4-968-O-969","present","HumanObservation"
"970","event-5-969",5.4,"event-5-969-O-970","present","HumanObservation"
"971","event-1-970",4.4,"event-1-970-O-971","present","HumanObservation"
"972","event-2-971",5.2,"event-2-971-O-972","present","HumanObservation"
"973","event-3-972",4.7,"event-3-972-O-973","present","HumanObservation"
"974","event-4-973",4.9,"event-4-973-O-974","present","HumanObservation"
"975","event-5-974",4.9,"event-5-974-O-975","present","HumanObservation"
"976","event-1-975",4.2,"event-1-975-O-976","present","HumanObservation"
"977","event-2-976",4.4,"event-2-976-O-977","present","HumanObservation"
"978","event-3-977",4.4,"event-3-977-O-978","present","HumanObservation"
"979","event-4-978",4.3,"event-4-978-O-979","present","HumanObservation"
"980","event-5-979",4.9,"event-5-979-O-980","present","HumanObservation"
"981","event-1-980",5,"event-1-980-O-981","present","HumanObservation"
"982","event-2-981",4.7,"event-2-981-O-982","present","HumanObservation"
"983","event-3-982",4.9,"event-3-982-O-983","present","HumanObservation"
"984","event-4-983",4.3,"event-4-983-O-984","present","HumanObservation"
"985","event-5-984",4.5,"event-5-984-O-985","present","HumanObservation"
"986","event-1-985",4.2,"event-1-985-O-986","present","HumanObservation"
"987","event-2-986",5.2,"event-2-986-O-987","present","HumanObservation"
"988","event-3-987",4.8,"event-3-987-O-988","present","HumanObservation"
"989","event-4-988",4,"event-4-988-O-989","present","HumanObservation"
"990","event-5-989",4.7,"event-5-989-O-990","present","HumanObservation"
"991","event-1-990",4.3,"event-1-990-O-991","present","HumanObservation"
"992","event-2-991",4.3,"event-2-991-O-992","present","HumanObservation"
"993","event-3-992",4.9,"event-3-992-O-993","present","HumanObservation"
"994","event-4-993",4,"event-4-993-O-994","present","HumanObservation"
"995","event-5-994",4.2,"event-5-994-O-995","present","HumanObservation"
"996","event-1-995",4.4,"event-1-995-O-996","present","HumanObservation"
"997","event-2-996",4.7,"event-2-996-O-997","present","HumanObservation"
"998","event-3-997",4.5,"event-3-997-O-998","present","HumanObservation"
"999","event-4-998",4.5,"event-4-998-O-999","present","HumanObservation"
"1000","event-5-999",6,"event-5-999-O-1000","present","HumanObservation"
